name;frameTime;F0final_sma;F0final_sma_de;audspec_lengthL1norm_sma;audspec_lengthL1norm_sma_de;jitterDDP_sma;jitterDDP_sma_de;jitterLocal_sma;jitterLocal_sma_de;logHNR_sma;logHNR_sma_de;pcm_fftMag_fband1000-4000_sma;pcm_fftMag_fband1000-4000_sma_de;pcm_fftMag_fband250-650_sma;pcm_fftMag_fband250-650_sma_de;pcm_fftMag_mfcc_sma[10];pcm_fftMag_mfcc_sma[11];pcm_fftMag_mfcc_sma[12];pcm_fftMag_mfcc_sma[13];pcm_fftMag_mfcc_sma[14];pcm_fftMag_mfcc_sma[15];pcm_fftMag_mfcc_sma[16];pcm_fftMag_mfcc_sma[1];pcm_fftMag_mfcc_sma[2];pcm_fftMag_mfcc_sma[3];pcm_fftMag_mfcc_sma[4];pcm_fftMag_mfcc_sma[5];pcm_fftMag_mfcc_sma[6];pcm_fftMag_mfcc_sma[7];pcm_fftMag_mfcc_sma[8];pcm_fftMag_mfcc_sma[9];pcm_fftMag_mfcc_sma_de[10];pcm_fftMag_mfcc_sma_de[11];pcm_fftMag_mfcc_sma_de[12];pcm_fftMag_mfcc_sma_de[13];pcm_fftMag_mfcc_sma_de[14];pcm_fftMag_mfcc_sma_de[15];pcm_fftMag_mfcc_sma_de[16];pcm_fftMag_mfcc_sma_de[1];pcm_fftMag_mfcc_sma_de[2];pcm_fftMag_mfcc_sma_de[3];pcm_fftMag_mfcc_sma_de[4];pcm_fftMag_mfcc_sma_de[5];pcm_fftMag_mfcc_sma_de[6];pcm_fftMag_mfcc_sma_de[7];pcm_fftMag_mfcc_sma_de[8];pcm_fftMag_mfcc_sma_de[9];pcm_fftMag_psySharpness_sma;pcm_fftMag_psySharpness_sma_de;pcm_fftMag_spectralEntropy_sma;pcm_fftMag_spectralEntropy_sma_de;pcm_fftMag_spectralFlatness_sma;pcm_fftMag_spectralFlatness_sma_de;pcm_fftMag_spectralFlux_sma;pcm_fftMag_spectralFlux_sma_de;pcm_fftMag_spectralHarmonicity_sma;pcm_fftMag_spectralHarmonicity_sma_de;pcm_fftMag_spectralKurtosis_sma;pcm_fftMag_spectralKurtosis_sma_de;pcm_fftMag_spectralRollOff25.0_sma;pcm_fftMag_spectralRollOff25.0_sma_de;pcm_fftMag_spectralRollOff50.0_sma;pcm_fftMag_spectralRollOff50.0_sma_de;pcm_fftMag_spectralRollOff75.0_sma;pcm_fftMag_spectralRollOff75.0_sma_de;pcm_fftMag_spectralRollOff90.0_sma;pcm_fftMag_spectralRollOff90.0_sma_de;pcm_fftMag_spectralSkewness_sma;pcm_fftMag_spectralSkewness_sma_de;pcm_fftMag_spectralVariance_sma;pcm_fftMag_spectralVariance_sma_de;pcm_zcr_sma;pcm_zcr_sma_de;shimmerLocal_sma;shimmerLocal_sma_de;voicingFinalUnclipped_sma;voicingFinalUnclipped_sma_de
'IITM_USS_02099_0_और.wav';0.0;221.6198375;0.034956354749999995;2.1015335;-0.032150168500000006;0.013371634375;-0.0001534371029375;0.016037242375000003;-0.0003255706375;14.205292625;0.21313410889999998;0.6833650000000001;-0.027442698125;2.2833038875000002;0.1732101625;-11.036759625;-38.502328750000004;-13.037080875;-21.989015000000002;-19.4856025;-11.171596125;-11.305102375;41.708805;-14.19448075;-4.152149512499999;-34.48848124999999;13.64935275;-15.3642947625;-30.129480000000004;-0.4724208750000005;-2.136921725;-1.7722497375;0.4867864124999999;0.4823585675;1.1703607875;-0.6777388500000002;-1.9148504874999999;1.3863420750000002;0.353649150125;0.7340903125;2.163375255;4.826745025000001;-4.23359675;-2.42361945;-0.35231919999999994;2.6867777375;0.9091129875;0.53281015;-0.028112868625000002;3.745891125;-0.1558351825;0.0010228167;-0.00010452930749999999;0.6831492375;0.09036037875000001;3.5644815000000003;0.14591517499999992;22.314384999999998;12.150245962500001;221.354175;-1.302083875;494.79166250000003;-43.09895625;649.7395999999999;-43.35938375;951.8228750000001;-74.3489625;2.630216;0.5406201807500001;130999.65875;-11961.584625000001;0.0688541675;-0.00415624935;0.06476294625;-0.0002982723875;0.8112092125;-0.0008900456875000001
'IITM_USS_02099_1_कितनी.wav';0.0;132.71235757575758;0.016726383090909087;0.5590041778787879;0.02429950454545455;0.02164998024242424;-3.453935484848485e-05;0.04196393827272727;-0.00017281496551515153;-45.5498232030303;0.3072223039393939;0.012579425491563634;0.00026453883560606056;2.9966169133587877;0.21363774988787876;-11.211256015151513;-20.127811496969695;-7.026232284848486;-8.819233963636364;-5.868066533333334;-0.20292515818181775;-2.5298061090909085;26.113979333333333;17.30570412121212;17.4369126;-12.698080966666668;-18.801033696969693;-6.167869799999999;-15.208045512424242;-13.310114757575757;-12.203248548484849;-0.19518475424242446;-0.7127992515151516;-0.04362244303030312;-0.11470936363636368;-0.21011000272727265;0.4783963696969697;0.3969561978787878;-0.45102276272727276;0.36106789696969693;0.2790493030303029;-0.7503823636363638;-0.8547958818181819;0.033801012121212164;-2.0218713303030307;-1.7026580060606058;-0.5569720515151517;0.3999678424242425;-0.0013008464848484876;2.978017393939394;-0.05544336973939394;0.019699373957575757;-4.759063081818144e-05;0.38587033575757584;0.013395255818181814;1.4123487548712121;0.11152661415454546;602.4729602424243;31.681636212121198;269.88635454545454;2.5568164545454533;416.66667878787877;0.31565548484848155;587.1212060606063;-4.387622393939393;787.8787848484849;-11.584595696969693;15.156062672727272;0.7872194448484848;344606.7430909091;-1738.780833333327;0.05628787878787878;-0.0004191919536363634;0.18752280121212117;-0.0006832445675757576;0.697698515151515;-0.00019536859457575757
'IITM_USS_02099_2_सीमायें.wav';0.0;138.75501999999997;-0.045429717200000004;0.9397510920000002;-0.003994874982000001;0.021592202660000007;-0.00012255709562199995;0.02535352458;-0.00014622900855999993;-8.393835904;0.21852484310999998;0.068222760916;-5.3948073999999886e-05;1.1512815683660003;0.0005094062849999962;-3.8857052596;-6.29919009;-0.9917230199999995;-6.435964440000001;-1.9692884740000003;-1.2337771220000002;-5.177182116399998;30.434113099999994;14.265337762000003;20.47493014799999;-6.877844368000001;-2.268731132000001;1.2273960619999997;-22.52764653;-8.375273789800001;-9.009197975199998;-0.1224741886000001;-0.1521377675999999;0.4324153799999999;-0.0015363551999999724;-0.22801898800000003;-0.04640399200000005;0.024560666200000036;0.7435461597999999;0.20148800600000003;0.7204440791999999;-0.6068496592000002;0.30220328599999974;0.460769794;-0.1144864179999999;0.40788909580000005;0.6254903719999999;0.9842766620000001;-0.04873212694599999;3.38259688;-0.05486076722000002;0.039790278921999996;-0.002808781358220001;0.3645156324;0.0035071648;1.4343868017200003;0.00019465021200000334;136.67969912000004;9.923566638399999;932.9166880000001;-10.54166459999998;1393.124998;-55.60418462;1691.875;-134.35416716103504;1840.833354;-140.64582761999998;6.420567407000001;0.3665432904;1228606.44388;-180118.09605599992;0.16041666460000006;-0.009170000308;0.06353432405999997;-0.0005526893602799999;0.730929476;0.000124307615458
'IITM_USS_02099_3_अपने.wav';0.0;125.25304444444446;0.06953793340740738;0.8082573088888888;-0.054989739444444456;0.012397878111111113;-3.457058444444444e-05;0.03167097307407408;-5.119484851851853e-05;-23.933273181481482;-0.12525167407407406;0.04111452846407407;-0.009012929184444442;1.3722499005788888;-0.01020421050370371;-9.752232581481483;-12.232267403703704;-0.8935988222222222;-1.2657945322222224;-0.8167236888888887;-2.7305702740740734;-5.392609514814815;38.67838999999999;13.69020162222222;12.705030755555553;-9.720412307407408;-4.156547955555556;-6.4839364296296305;-11.783787111111112;-7.448577200000002;-5.2947518962962965;1.038357531111111;1.1234864607407407;0.3301474955555556;0.6207737777777778;0.23180024555555562;0.5254171796296297;-0.17133154814814797;-0.1315401703703703;1.9939167814814818;0.4159631777777779;1.1074131655555555;-1.633417455555556;-0.0366996925925926;-0.347808615074074;-1.2945223444444443;-0.20947720962962965;0.33658807037037036;-0.01235089802962963;3.228085074074075;-0.0632814644074074;0.00219200782962963;-7.668709251851849e-05;0.48978078599999997;0.0006550625555555486;1.295411685784074;-0.0256471423037037;241.94546259259255;7.32494788037037;170.9104925925926;-3.279320740740741;288.96605185185183;-13.117283481481481;402.7777740740741;-15.316360962962957;559.0277703703704;-33.48765237037038;8.700904999999999;0.15604502814814808;79099.39296296296;-9523.658659629627;0.043271604814814825;-0.0010462962870370367;0.23077698555555556;-0.006757152997555556;0.7359542925925925;-0.00017561928481481487
'IITM_USS_02099_4_कपडों.wav';0.0;129.35955882352943;-0.052300986352941184;0.9193939776470589;-0.01888069823529412;0.024467622382352942;-0.00010072229941176471;0.04232857329411764;-0.00025489844764705884;-27.9419547617647;-0.09916612061764711;0.08594577268705883;-0.0019474329402941173;1.5820127262176467;-0.0006683729147058876;1.853895847058824;-7.648326823529412;-10.646291352941176;-13.967498441176472;-7.101255111764707;-3.2517399617647067;-2.23302749117647;41.9834555;9.02139510235294;1.005392226470588;-6.370465970588235;3.247819258235294;-8.93793264117647;-17.723849235294114;-2.6319380294117654;-3.0359390126470593;-0.6974674555882352;0.0036440361764707475;-0.4780163411764704;-0.09787689294117638;-0.5413790227647061;-0.22933684117647052;0.06593981302941183;0.8813368529411765;1.2427778938235292;-0.3657617970588235;-1.0414301367647056;-0.49440725705882343;0.7142601364705883;-0.5197547705882354;-0.3954924647058822;-0.3632102932352941;0.3847838676470589;-0.022549530402941186;3.386305911764705;-0.06453397002941179;0.01231622683235294;-0.001738379364294118;0.5689332770588236;0.0018255443882352936;1.6111456455735294;-0.0003176974147058464;149.34042941176472;5.57655975;212.62254705882356;-23.161764999999995;335.784305882353;-40.8700959117647;505.51469117647065;-43.56617676470589;716.9117529411765;-47.64093873529412;5.674819852941176;0.1529965129411765;195862.17352941184;-24948.44976470588;0.04382352970588236;-0.0012279413441176467;0.18168155441176467;-0.0009254388200000001;0.7325923676470588;0.000306730159117647
'IITM_USS_02099_5_पर.wav';0.0;117.18033999999999;-0.16510884933333334;1.0576676800000002;-0.03946539237999999;0.03689212866666667;0.00011903195466666666;0.052893608666666675;-0.00014328544666666667;-19.256367266666665;-0.3462025426666667;0.0530463528;-0.0018704170666666664;0.6445572986666666;-0.02297160266666667;-1.4608222733333338;-18.030402666666664;4.083545133333334;-7.298012753333334;-11.332232253333332;7.821484687333333;-0.07761552999999986;42.80939733333333;-6.80867418;20.270078133333335;-7.440737659999999;-7.526825066666666;-14.574493066666667;0.07645253333333414;12.558668466666663;6.386866606666667;0.05111392666666662;-0.6369685400000005;1.5670829556240002;-0.8838214129466666;-1.2425696359999998;0.42349832933333337;-0.3219262666666668;0.40650889400000023;-0.04962905333333329;2.0675185133333334;0.7284722319999999;-1.510220412;-1.0191761333333331;0.8300836400000002;0.8330791838;0.6454485266666669;0.4002311133333333;-0.008888226599999998;3.8511619333333327;-0.08112311753333333;0.004110938786666667;-0.0016436374333333337;0.5964781866666666;-0.018148254000000006;0.6294844066666667;-0.017201110666666655;28.946877333333326;3.35953988;160.41666666666666;-0.3472213333333323;306.94444000000004;-3.541666533333333;518.7499933333334;-10.486111333333332;681.9444466666666;-40.208340266666674;3.6732989999999996;0.23415519666666665;137122.07733333332;-17132.756072666667;0.05211111;0.0003611112000000001;0.13744234733333333;-0.003375844222;0.7218998266666666;-0.00044197060000000007
'IITM_USS_02099_6_जेबों.wav';0.0;200.9440868421053;0.02982976397368421;0.9544123368421055;0.01065982457894736;0.014092884894736847;2.117823081578948e-05;0.01479499944210526;1.0684890763157894e-05;18.9609765;0.09381527813157896;0.028263961861578944;7.788522586315801e-05;4.356562606868421;0.018525777031052713;-4.085608478947368;-13.830963763157897;-3.619653747368421;-8.358762815789474;-10.092541840263157;-9.117378968894736;-9.997172839473684;34.13910002631579;23.125583999999996;18.752974752631577;-10.395871605263158;-7.142814842105263;-7.521645221052633;-17.73902330526316;-20.43742217105263;-15.844266;-0.11250875452631584;-0.034096950000000036;-0.32373136578947354;-0.3625113289473686;-0.23272307052631583;-0.06886680868421065;0.10500758447368423;-0.006501439473684329;-0.33135373236842086;-0.7078926263157893;-0.6417107815789471;-0.3257589526315791;-0.39238882105263156;-0.1138614257105261;-0.6462604578947367;-0.29629658052631586;0.3782259894736841;0.0017599393473684203;2.3210343947368415;0.006530402999999995;0.004117532860526316;2.8548931578947226e-06;0.4843172065789474;0.011806332315789468;2.735122819473684;0.019607793978947394;1424.5698862631575;-100.76338326578941;246.43640263157894;1.2335522631578952;287.00658157894736;0.6853066842105267;459.4298315789474;1.5624971052631604;665.2960552631579;2.3574379736842146;16.6951467368421;-0.5277229326315789;485386.74757894734;175.87741447368012;0.04723684289473683;0.00012719304736842114;0.13186371342105263;-0.0014771558840368422;0.799047255263158;-0.0001219596442368421
'IITM_USS_02099_7_की.wav';0.0;69.3843;-0.015407836363636363;0.4416747818181818;-0.01636450827272727;0.026375618181818182;0.0;0.03696567181818182;0.00037532544545454546;-53.31028127272727;1.8094597909090908;0.004159646281818182;-0.00048625524545454547;0.23079980018181817;0.007933550975454546;7.426122181818183;-11.21243709090909;7.510728;-2.115596481818182;-0.5109261545454543;-1.5164879363636365;-3.0294838545454543;17.68791772727273;18.329868545454545;37.35405909090909;-9.735751145454547;-6.566585009090909;-2.794280934545455;-13.626379363636364;-17.664044727272728;-2.225273363636364;-1.1339527090909092;0.9175326818181818;0.4827508727272727;0.9491244000000001;-0.22195027818181814;0.5436807980909092;-0.6800867909090909;2.742914610909091;3.4694878545454553;2.187378866363637;0.38463970909090933;-0.18276304545454544;-0.07344955454545453;-2.3938608818181817;-0.7560475090909091;-0.8944375081818183;0.6407236545454545;-0.09053642618181817;4.095296818181819;-0.3483092918181818;0.07673289578181818;-0.018777208651818183;0.2907101663636364;0.024282877272727276;0.18771763290909088;0.005774653648181816;156.30687563636366;51.47506291354546;229.16667272727275;-26.988635272727276;590.9090727272726;-154.64015690909093;1255.681827272727;-219.12879081818184;2097.5378727272723;-328.12500281818177;7.179319627272727;1.2326373636363637;1405304.4163636363;-205985.44509090914;0.11212120999999999;-0.00837878681818182;0.1951147727272727;-0.0004132508181818182;0.6848165727272727;0.004629316627272727
'IITM_USS_02099_8_तरह.wav';0.0;118.50497857142857;-0.04370485607142858;0.9613576928571428;-0.0034547974999999927;0.0239977;-6.238304332142857e-05;0.030687829285714285;-4.781232071428571e-05;-14.883188214285715;0.8980293646785711;0.08933454417857145;-3.891292857143084e-05;0.22174699535714287;-0.0004401921285714252;-11.404809810714289;-12.091453214285712;3.732357357142857;-10.020640010714285;-7.481921678571429;1.2137719892857146;-4.0361458571428575;37.36913392857143;-6.632034846428572;13.34984889285714;-1.1314564428571423;12.426033092857143;7.165503428571431;-3.4899532667857147;16.287379485714286;-2.486286285714285;-0.9229821750000002;-0.6404326335714284;0.7129503421428568;0.02796257857142879;0.049398535714285895;-0.36408600999999996;-0.09302069107142849;0.9304449857142856;-0.07271992857142869;0.24920482857142848;0.27704661750000004;1.280567738928571;1.073743764285714;-0.7665968642857145;0.9892881107142858;0.21439373857142857;0.3833149892857142;-0.020252866344642868;3.402256392857143;-0.08547309107142857;0.014195935907142859;-0.00568026823607143;0.45374095750000004;0.003395576571428573;0.4247211919642857;0.00027295650000000226;53.05541792857143;1.2300183760714287;177.45535714285714;-7.6636901616385344;261.5327392857143;-12.686009392857144;480.654775;-32.84970060714287;811.0119178571429;-62.64881514285714;4.644816357142857;0.07146262035714288;270000.70607142843;-63174.80188928569;0.052976191785714284;-0.0023571423714285715;0.1386193657142857;-0.0009180838950000002;0.7188011785714286;0.0009396235017857143
'IITM_USS_02099_9_टांकी.wav';0.0;161.1768857142857;-0.09899436321428574;1.00298903;0.00793238607142858;0.020461688749999995;-3.4851066714285716e-05;0.027036503321428568;-0.00019603087132142853;-18.614476017857147;-0.13708758153571426;0.18054844296178568;0.0006385938246428592;0.7709346282428571;0.046321714553571425;-9.728129203571426;-14.687638785714286;-7.470602596428569;-16.233200357142852;-10.787057073214287;-8.009243800000002;-7.007757317857142;30.596844428571437;5.133182242857143;13.779758910714287;-13.852362110714287;3.536684464285713;-12.325583785714285;-21.157112642857147;4.163535917857143;-5.979371821428571;-0.4966859821428575;-1.8245680785714284;0.222361489642857;0.15230658928571428;-1.1646903318214286;-0.7681366546428571;-0.40169703071428564;-0.18615651500000002;0.6927876192857143;0.9865811325000003;-1.3950945378571427;-1.297532482142857;-0.18708718214285708;-1.312835342857143;-1.2564612821428571;-1.0560450357142857;0.5409054607142858;-0.00363241251428571;3.611827607142857;-0.08484843114285713;0.03315301466428571;-0.0007696911414285709;0.4046081153571429;-0.0023440042142857144;1.1242482552821431;0.039514044085714295;110.53157917857142;1.573339342857145;341.517825;3.422615947352824;583.7053607142857;1.450891642857131;866.0714464285713;-8.333343392857147;1273.437482142857;-29.20389499999998;5.22382877857143;0.14224189321428574;636625.5564285712;-14066.524999999996;0.09264881285714285;-0.00026190476785714585;0.11310473071428573;-0.0010711756803571428;0.7469164678571427;0.0005184348182142856
